tradedate,index_name,close,predicted_score,sigmoid_score,dist_sma_50
1999-11-07,NSE500,998.48,-0.05562781099945104,0.48609663234213607,-0.018532560306165013
1999-11-09,NSE500,1004.21,0.059160285939039,0.514785759297793,-0.012866423735794386
1999-11-10,NSE500,1021.05,-0.09286568081201524,0.47680025035479745,0.0032653163894278414
1999-11-11,NSE500,1008.92,-0.06837095474889891,0.4829139166601764,-0.008943593515600146
1999-11-12,NSE500,1005.93,0.00039374959144940344,0.5000984373965905,-0.012546247169216818
1999-11-15,NSE500,997.02,-0.05460267656837538,0.4863527214152606,-0.021769652861761912
1999-11-16,NSE500,996.82,-0.09664332331482453,0.47585795666706127,-0.02222298950107493
1999-11-17,NSE500,992.35,-0.039561272377104224,0.49011097164388473,-0.026878682607413884
1999-11-18,NSE500,995.22,-0.04718629832564875,0.4882056137334166,-0.024088219396876553
1999-11-19,NSE500,998.09,-0.05872986457654045,0.48532175262724,-0.02139577167358986
1999-11-22,NSE500,1009.2,-0.11420218599986721,0.4714804431006066,-0.01085860060995092
1999-11-24,NSE500,1030.34,-0.06712924503048978,0.4832239881308133,0.00892871656284644
1999-11-25,NSE500,1037.16,-0.1067252447707054,0.4733439856229765,0.014544782258672173
1999-11-26,NSE500,1037.18,-0.0657325424485561,0.4835727788117482,0.01318237028680902
1999-11-29,NSE500,1040.13,-0.031920738095527354,0.492020493013541,0.014788894679834241
1999-11-30,NSE500,1039.09,-0.08419316834295697,0.47896413249047515,0.012534461193178581
1999-12-01,NSE500,1048.49,-0.11522989056178126,0.47122436038741944,0.020214152631331084
1999-12-02,NSE500,1064.57,-0.2397581519921273,0.4403459512329564,0.03458764990573182
1999-12-03,NSE500,1073.87,-0.2289097797229485,0.44302114423573535,0.04248211451062245
1999-12-06,NSE500,1098.43,-0.22664302075021744,0.4435805467533057,0.06488794648405594
1999-12-07,NSE500,1107.65,-0.18619142620561993,0.4535861527319114,0.0719035183286647
1999-12-08,NSE500,1099.12,0.158896748473241,0.5396408173309432,0.061760266216738025
1999-12-09,NSE500,1110.18,0.11094569294967489,0.5277080077003055,0.07081367679980888
1999-12-10,NSE500,1115.6,0.14562026746538367,0.5363408714084101,0.0741663944982962
1999-12-13,NSE500,1117.21,-0.16308122482191598,0.45931981296773683,0.07361644828716862
1999-12-14,NSE500,1108.61,-0.06083454282407698,0.484796052954765,0.06289040688220604
1999-12-15,NSE500,1103.74,-0.09006803888467552,0.47749819991124537,0.056130482742360766
1999-12-16,NSE500,1126.95,-0.29196550174858144,0.42752274793527206,0.07597791349937677
1999-12-17,NSE500,1132.04,0.043020594504236426,0.5107534901560776,0.07947290780845195
1999-12-20,NSE500,1144.53,0.22180225118959623,0.5552243457086018,0.09003563070694187
1999-12-21,NSE500,1146.81,0.05543897793042774,0.5138561957690206,0.09083552059737832
1999-12-22,NSE500,1193.68,0.3946999996159031,0.5974136146674289,0.1332148296893021
1999-12-23,NSE500,1198.64,0.791213957433837,0.688091931330051,0.13593610008792645
1999-12-24,NSE500,1178.92,0.10180735569334323,0.5254298782152742,0.11589386797899892
1999-12-27,NSE500,1152.41,-0.18187527518521115,0.45465610512096966,0.08915513710249834
1999-12-28,NSE500,1167.98,0.10181464412577154,0.5254316956097704,0.10204092416017008
1999-12-29,NSE500,1192.85,0.15453773940903287,0.5385577293504505,0.12368790820058084
1999-12-30,NSE500,1205.01,0.22281481464736413,0.5554743845264787,0.1325101008724483
2000-01-03,NSE500,1291.53,0.1479374171989646,0.5369170499011052,0.20876241140393814
2000-01-04,NSE500,1335.45,0.3236484459600612,0.5802131481457049,0.24390575135372372
2000-01-05,NSE500,1303.78,0.6285541596621388,0.6521615500463782,0.20866574159705786
2000-01-06,NSE500,1306.6,0.04750526978190007,0.5118740844588032,0.20559434158641676
2000-01-07,NSE500,1276.29,-0.08493377558207829,0.47877931129295254,0.17267738595731008
2000-01-10,NSE500,1283.54,0.1330529331087646,0.5332142481791022,0.1734132856778745
2000-01-11,NSE500,1236.82,0.1498570900675436,0.5373943178865173,0.12526607272114543
2000-01-12,NSE500,1277.08,0.20355787123991764,0.5507144723683243,0.1543869107052238
2000-01-13,NSE500,1262.78,0.48608708301846737,0.619184216863471,0.13546629577297375
2000-01-14,NSE500,1262.04,0.21483390132896515,0.5535028543148959,0.1287863230494799
2000-01-17,NSE500,1269.34,0.004564224799930242,0.501141054219099,0.12933759893292396
2000-01-18,NSE500,1267.1,0.15898974662071966,0.5396639206458573,0.12190665517046573
2000-01-19,NSE500,1293.37,0.18755486559432338,0.5467517484969119,0.13921747138942298
