Final Value,CAGR,Volatility,MaxDD,Information Ratio,UpCapture,DownCapture,1Y Avg Outperformance,1Y Worst Underperformance,3Y Avg Outperformance,3Y Worst Underperformance,5Y Avg Outperformance,5Y Worst Underperformance
17702952.064221397,0.14103763781861245,0.1288105893994088,-0.20776939190098387,0.42407921973040436,0.08068286531388355,0.9941737284380997,0.07246977103288132,-0.11135661374480665,0.3475414831460242,-0.18929036676101907,0.8183439128257403,0.01388036834535411
